schema_version,codebook_version,search_record_id,paper_id_candidate,source_database,source_record_id,query_ids,title,publication_year,doi_raw,doi_normalized,stable_url,document_type,corpus_layer,fulltext_access_status,title_abstract_decision,fulltext_decision,exclusion_code,exclusion_note,screen_confidence,screened_by,screened_at_utc
1.0,1.0,R000013,P0002,repository,SRC0013,QREPO_SEEDS,An electricity-driven mobility circular economy with lifecycle carbon footprints for climate-adaptive carbon neutrality transformation,2024,10.1038/s41467-024-49868-9,10.1038/s41467-024-49868-9,https://doi.org/10.1038/s41467-024-49868-9,pdf,repository_seed,repository_fulltext_available,include,include,,Full text reviewed against the fixed scope and codebook.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000014,,repository,SRC0014,QREPO_SEEDS,An Integrative lifecycle design approach based on carbon intensity for renewable-battery-consumer energy systems,2025,10.1038/s44172-024-00339-5,10.1038/s44172-024-00339-5,https://doi.org/10.1038/s44172-024-00339-5,pdf,repository_seed,repository_fulltext_available,exclude,exclude,X02_internal_efficiency_only,System design/internal performance without a qualifying external grid-service response.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000015,,repository,SRC0015,QREPO_SEEDS,City information models for optimal EV charging and energy-resilient renaissance,2025,10.1016/j.ynexs.2025.100056,10.1016/j.ynexs.2025.100056,https://doi.org/10.1016/j.ynexs.2025.100056,pdf,repository_seed,repository_fulltext_available,exclude,exclude,X03_no_grid_signal_or_service,Planning or lifecycle context without an eligible active grid-service decision under this protocol.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000016,,repository,SRC0016,QREPO_SEEDS,Lifecycle carbon intensity with embodied emissions of battery and hydrogen-driven integrative low-carbon systems,2025,10.1038/s44172-025-00411-8,10.1038/s44172-025-00411-8,https://doi.org/10.1038/s44172-025-00411-8,pdf,repository_seed,repository_fulltext_available,exclude,exclude,X03_no_grid_signal_or_service,Planning or lifecycle context without an eligible active grid-service decision under this protocol.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000017,,repository,SRC0017,QREPO_SEEDS,Integrating renewable energy with electric vehicle charging infrastructure in China: A strategy for enhanced accessibility and carbon abatement,2026,10.1016/j.ynexs.2025.100113,10.1016/j.ynexs.2025.100113,https://doi.org/10.1016/j.ynexs.2025.100113,pdf,repository_seed,repository_fulltext_available,exclude,exclude,X03_no_grid_signal_or_service,Planning or lifecycle context without an eligible active grid-service decision under this protocol.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000018,,repository,SRC0018,QREPO_SEEDS,Energy-resilient climate adaptation using a tailored life-cycle integrative design approach for national carbon abatement,2024,10.1016/j.xcrp.2024.102306,10.1016/j.xcrp.2024.102306,https://doi.org/10.1016/j.xcrp.2024.102306,pdf,repository_seed,repository_fulltext_available,exclude,exclude,X02_internal_efficiency_only,System design/internal performance without a qualifying external grid-service response.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000019,,repository,SRC0019,QREPO_SEEDS,周跃宽的idea,,,,,docx,repository_seed,repository_fulltext_available,exclude,exclude,X11_non_original_or_unverifiable_claim,Idea/translation reading aid is not an original performance source.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000020,,repository,SRC0020,QREPO_SEEDS,AI数据中心作为电网互动型资产_逐段翻译与深度解读,,,,,docx,repository_seed,repository_fulltext_available,exclude,exclude,X11_non_original_or_unverifiable_claim,Idea/translation reading aid is not an original performance source.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000021,P0001,repository,SRC0021,QREPO_SEEDS,AI data centres as grid-interactive assets,2026,10.1038/s41560-025-01927-1,10.1038/s41560-025-01927-1,https://doi.org/10.1038/s41560-025-01927-1,pdf,repository_seed,repository_fulltext_available,include,include,,Full text reviewed against the fixed scope and codebook.,high,codex_fulltext_review,2026-08-31T14:36:16Z
1.0,1.0,R000022,,crossref,10.1016/b978-0-323-99588-7.00001-8,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management,Building energy flexibility analysis: case studies and demonstration,2023,10.1016/b978-0-323-99588-7.00001-8,10.1016/b978-0-323-99588-7.00001-8,https://doi.org/10.1016/b978-0-323-99588-7.00001-8,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000023,,crossref,10.1016/b978-0-323-99588-7.00009-2,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QMA_demand_response_peak_management|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_local_energy_sharing_distribution_support|QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_BS_BLDG_resilience_emergency_operation|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Energy flexibility in grid-interactive and net/nearly zero energy buildings,2023,10.1016/b978-0-323-99588-7.00009-2,10.1016/b978-0-323-99588-7.00009-2,https://doi.org/10.1016/b978-0-323-99588-7.00009-2,book-chapter,discovery_metadata,fulltext_not_obtained,exclude,exclude,X01_not_focal_asset,No focal asset was identifiable in title/available abstract metadata.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000024,,crossref,10.1016/b978-0-323-99588-7.00010-9,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Smart grids and building energy flexibility,2023,10.1016/b978-0-323-99588-7.00010-9,10.1016/b978-0-323-99588-7.00010-9,https://doi.org/10.1016/b978-0-323-99588-7.00010-9,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000025,,crossref,10.1016/j.jobe.2025.112731,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_resilience_emergency_operation|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_frequency_response_regulation|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_resilience_emergency_operation|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,A scalable data-driven framework for demand flexibility in commercial building clusters enabling grid-interactive efficient buildings,2025,10.1016/j.jobe.2025.112731,10.1016/j.jobe.2025.112731,https://doi.org/10.1016/j.jobe.2025.112731,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X01_not_focal_asset,No focal asset was identifiable in title/available abstract metadata.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000026,,crossref,10.1016/b978-0-323-99588-7.00002-x,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_resilience_emergency_operation|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,Building energy flexibility: modeling and optimization,2023,10.1016/b978-0-323-99588-7.00002-x,10.1016/b978-0-323-99588-7.00002-x,https://doi.org/10.1016/b978-0-323-99588-7.00002-x,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000027,,crossref,10.1016/b978-0-323-99588-7.00005-5,QFIELD_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,Heat pumps for building energy flexibility,2023,10.1016/b978-0-323-99588-7.00005-5,10.1016/b978-0-323-99588-7.00005-5,https://doi.org/10.1016/b978-0-323-99588-7.00005-5,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000028,,crossref,10.1016/b978-0-323-99588-7.00004-3,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_local_energy_sharing_distribution_support|QPAIR_BS_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,Thermal energy storage for enhanced building energy flexibility,2023,10.1016/b978-0-323-99588-7.00004-3,10.1016/b978-0-323-99588-7.00004-3,https://doi.org/10.1016/b978-0-323-99588-7.00004-3,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000029,,crossref,10.1016/c2021-0-02510-4,QFIELD_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management,Building Energy Flexibility and Demand Management,2023,10.1016/c2021-0-02510-4,10.1016/c2021-0-02510-4,https://doi.org/10.1016/c2021-0-02510-4,edited-book,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000030,,crossref,10.1016/b978-0-323-99588-7.00003-1,QFIELD_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management,"Building energy flexibility: definitions, sources, indicators, and quantification methods",2023,10.1016/b978-0-323-99588-7.00003-1,10.1016/b978-0-323-99588-7.00003-1,https://doi.org/10.1016/b978-0-323-99588-7.00003-1,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000031,,crossref,10.1109/isgt-asia.2019.8881571,QFIELD_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management,An Interoperable Building Energy Management System with IEEE1888 Open Protocol for Peak-Load Shaving,2019,10.1109/isgt-asia.2019.8881571,10.1109/isgt-asia.2019.8881571,https://doi.org/10.1109/isgt-asia.2019.8881571,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000032,,crossref,10.1016/j.jobe.2025.112731,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_resilience_emergency_operation|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_frequency_response_regulation|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_resilience_emergency_operation|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_resilience_emergency_operation,A scalable data-driven framework for demand flexibility in commercial building clusters enabling grid-interactive efficient buildings,2025,10.1016/j.jobe.2025.112731,10.1016/j.jobe.2025.112731,https://doi.org/10.1016/j.jobe.2025.112731,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000025.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000033,,crossref,10.1002/9781394203093.ch1,QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QMA_local_energy_sharing_distribution_support|QMA_resilience_emergency_operation|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_local_energy_sharing_distribution_support|QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_BS_BLDG_resilience_emergency_operation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Introducing Grid‐interactive Efficient Buildings (GEBs),2024,10.1002/9781394203093.ch1,10.1002/9781394203093.ch1,https://doi.org/10.1002/9781394203093.ch1,other,discovery_metadata,fulltext_not_obtained,exclude,exclude,X01_not_focal_asset,No focal asset was identifiable in title/available abstract metadata.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000034,,crossref,10.1016/b978-0-323-99588-7.00001-8,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QPR_BLDG_demand_response_peak_management|QSA_BLDG_demand_response_peak_management,Building energy flexibility analysis: case studies and demonstration,2023,10.1016/b978-0-323-99588-7.00001-8,10.1016/b978-0-323-99588-7.00001-8,https://doi.org/10.1016/b978-0-323-99588-7.00001-8,book-chapter,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000022.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000035,,crossref,10.1016/b978-0-323-99588-7.00009-2,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QMA_demand_response_peak_management|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_BS_BLDG_local_energy_sharing_distribution_support|QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_BS_BLDG_resilience_emergency_operation|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Energy flexibility in grid-interactive and net/nearly zero energy buildings,2023,10.1016/b978-0-323-99588-7.00009-2,10.1016/b978-0-323-99588-7.00009-2,https://doi.org/10.1016/b978-0-323-99588-7.00009-2,book-chapter,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000023.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000036,,crossref,10.1016/j.jobe.2024.110406,QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_resilience_emergency_operation,Occupant-driven end use load models for demand response and flexibility service participation of residential grid-interactive buildings,2024,10.1016/j.jobe.2024.110406,10.1016/j.jobe.2024.110406,https://doi.org/10.1016/j.jobe.2024.110406,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000037,,crossref,10.46855/energy-proceedings-3450,QFIELD_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_frequency_response_regulation|QPR_BLDG_frequency_response_regulation|QSA_BLDG_frequency_response_regulation,An Improved Fast Demand Response Strategy of Building Hvac System With Low Cost Measurement Sensors for Smart Grid Applications,2020,10.46855/energy-proceedings-3450,10.46855/energy-proceedings-3450,https://doi.org/10.46855/energy-proceedings-3450,posted-content,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000038,,crossref,10.1016/j.energy.2021.120741,QFIELD_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_frequency_response_regulation|QPR_BLDG_frequency_response_regulation|QSA_BLDG_frequency_response_regulation,A hierarchical optimal control strategy for continuous demand response of building HVAC systems to provide frequency regulation service to smart power grids,2021,10.1016/j.energy.2021.120741,10.1016/j.energy.2021.120741,https://doi.org/10.1016/j.energy.2021.120741,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000039,,crossref,10.1016/b978-0-323-99588-7.00010-9,QFIELD_BLDG_demand_response_peak_management|QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_renewable_energy_integration|QFIELD_BLDG_resilience_emergency_operation|QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_demand_response_peak_management|QPR_BLDG_demand_response_peak_management|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_demand_response_peak_management|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Smart grids and building energy flexibility,2023,10.1016/b978-0-323-99588-7.00010-9,10.1016/b978-0-323-99588-7.00010-9,https://doi.org/10.1016/b978-0-323-99588-7.00010-9,book-chapter,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000024.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000040,,crossref,10.1109/tsg.2014.2381596,QFIELD_BLDG_frequency_response_regulation|QPR_BLDG_frequency_response_regulation|QSA_BLDG_frequency_response_regulation,Experimental Evaluation of Frequency Regulation From Commercial Building HVAC Systems,2015,10.1109/tsg.2014.2381596,10.1109/tsg.2014.2381596,https://doi.org/10.1109/tsg.2014.2381596,journal-article,discovery_metadata,oa_location_identified_not_retrieved,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000041,,crossref,10.3390/en17194794,QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_resilience_emergency_operation|QPAIR_BS_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_renewable_energy_integration|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,Comprehensive Review of Building Energy Management Models: Grid-Interactive Efficient Building Perspective,2024,10.3390/en17194794,10.3390/en17194794,https://doi.org/10.3390/en17194794,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001238.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
